"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 06:29:24 GMT 2021","Sun Aug 22 06:31:01 GMT 2021","97302","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataListNumber","TC18-Search/adatok listázása/teljes oldalbejárással/találatok száma",""
"passed","Sun Aug 22 06:27:26 GMT 2021","Sun Aug 22 06:27:28 GMT 2021","2292","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck","TC08-Bejelentkezés/invalid",""
"passed","Sun Aug 22 06:32:46 GMT 2021","Sun Aug 22 06:32:47 GMT 2021","1040","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestSummaryCheck","TC15-Privacy Policy/tartalom,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:27:28 GMT 2021","Sun Aug 22 06:29:24 GMT 2021","116020","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","testDataList","TC17-Search/adatok listázása/teljes oldalbejárással",""
"passed","Sun Aug 22 06:27:26 GMT 2021","Sun Aug 22 06:27:28 GMT 2021","1201","","homepage.HomePageTest","","homepage.HomePageTest","PrivacyPolicyUse","TC12-Privacy Policy/present,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:27:20 GMT 2021","Sun Aug 22 06:27:21 GMT 2021","1127","","homepage.HomePageTest","","homepage.HomePageTest","testPrivacyAndPolicyLink","TC13-Privacy Policy/link ,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:31:07 GMT 2021","Sun Aug 22 06:31:09 GMT 2021","2018","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchOnePageResultCheck","TC16-Search/adatok listázása/link szöveg ellenőrzéssel",""
"passed","Sun Aug 22 06:27:23 GMT 2021","Sun Aug 22 06:27:25 GMT 2021","2546","","homepage.HomePageTest","","homepage.HomePageTest","SearchRepeatedDataCheckedWithAllData","TC24-Search/ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Sun Aug 22 06:31:01 GMT 2021","Sun Aug 22 06:31:07 GMT 2021","5880","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchMorePagesTest2","TC22-Search/több oldalas lista bejárása/page check",""
"passed","Sun Aug 22 06:32:47 GMT 2021","Sun Aug 22 06:32:48 GMT 2021","972","","privacyPolicy.PrivacyPolicyTest","","privacyPolicy.PrivacyPolicyTest","PrivacyTestVersionCheck","TC14-Privacy Policy/verzió,Adatkezelési nyilatkozat használata",""
"passed","Sun Aug 22 06:27:22 GMT 2021","Sun Aug 22 06:27:26 GMT 2021","4561","","loginpage.LoginPageTest","","loginpage.LoginPageTest","validLoginCheck","TC04-Bejelentkezés/valid",""
"skipped","Sun Aug 22 06:32:18 GMT 2021","Sun Aug 22 06:32:18 GMT 2021","1","","firstPage.FirstPageTest","","firstPage.FirstPageTest","SaveToFile","TC25-Adatok lementése felületről",""
"passed","Sun Aug 22 06:27:20 GMT 2021","Sun Aug 22 06:27:22 GMT 2021","2038","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogInTest","TC10-Bejelentkezés/invalid/special characters",""
"passed","Sun Aug 22 06:27:17 GMT 2021","Sun Aug 22 06:27:20 GMT 2021","3442","","homepage.HomePageTest","","homepage.HomePageTest","SearchInputClearModifyData","TC26- új adatok bevitele, meglévő adat módosítása és törlése",""
"failed","Sun Aug 22 06:31:15 GMT 2021","Sun Aug 22 06:31:19 GMT 2021","3540","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesListCheck","TC21-Search/több oldalas lista bejárása/full list check",""
"failed","Sun Aug 22 06:32:03 GMT 2021","Sun Aug 22 06:32:06 GMT 2021","3183","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestListCheck2","TC20-Search/több oldalas lista bejárása/full list check",""
"skipped","Sun Aug 22 06:27:28 GMT 2021","Sun Aug 22 06:27:28 GMT 2021","0","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","InputClearModifyData","InputClearModifyData()",""
"broken","Sun Aug 22 06:32:06 GMT 2021","Sun Aug 22 06:32:18 GMT 2021","11559","","createAccountPage.createAccountPageTest","","createAccountPage.createAccountPageTest","CreateAccountCheck","CreateAccountCheck()",""
"passed","Sun Aug 22 06:27:21 GMT 2021","Sun Aug 22 06:27:23 GMT 2021","1355","","homepage.HomePageTest","","homepage.HomePageTest","SaveToFile2","TC25-Adatok lementése felületről2",""
"passed","Sun Aug 22 06:27:25 GMT 2021","Sun Aug 22 06:27:26 GMT 2021","1197","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckLogin","pageCheckLogin()",""
"broken","Sun Aug 22 06:32:18 GMT 2021","Sun Aug 22 06:32:39 GMT 2021","21326","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest2","TC07-Kijelentkezés tesztelése",""
"passed","Sun Aug 22 06:32:39 GMT 2021","Sun Aug 22 06:32:46 GMT 2021","6708","","firstPage.FirstPageTest","","firstPage.FirstPageTest","LogoutTest","TC06-Kijelentkezés tesztelése",""
"passed","Sun Aug 22 06:27:12 GMT 2021","Sun Aug 22 06:27:18 GMT 2021","5767","","loginpage.LoginPageTest","","loginpage.LoginPageTest","validLoginCheck2","TC05-Bejelentkezés/valid",""
"failed","Sun Aug 22 06:27:28 GMT 2021","Sun Aug 22 06:27:30 GMT 2021","1757","","loginpage.LoginPageTest","","loginpage.LoginPageTest","invalidLoginCheck2","TC09-Bejelentkezés/invalid",""
"passed","Sun Aug 22 06:31:12 GMT 2021","Sun Aug 22 06:31:15 GMT 2021","3417","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesContainsCheck","TC23-Search/több oldalas lista bejárása/contains",""
"skipped","Sun Aug 22 06:27:28 GMT 2021","Sun Aug 22 06:27:28 GMT 2021","0","","sandboxPage.SandBoxPageTest","","sandboxPage.SandBoxPageTest","repeatedData","repeatedData()",""
"passed","Sun Aug 22 06:27:18 GMT 2021","Sun Aug 22 06:27:19 GMT 2021","1826","","loginpage.LoginPageTest","","loginpage.LoginPageTest","ZeroLogInTest2","TC11-Bejelentkezés/invalid/special characters",""
"failed","Sun Aug 22 06:31:19 GMT 2021","Sun Aug 22 06:32:03 GMT 2021","43759","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchAllPagesCheck","TC27-Search/több oldalas lista összes oldala bejárása/full list check",""
"passed","Sun Aug 22 06:27:12 GMT 2021","Sun Aug 22 06:27:15 GMT 2021","3408","","homepage.HomePageTest","","homepage.HomePageTest","SearchDataLink","SearchDataLink()",""
"passed","Sun Aug 22 06:27:15 GMT 2021","Sun Aug 22 06:27:17 GMT 2021","1217","","homepage.HomePageTest","","homepage.HomePageTest","pageCheckCreateAccount","pageCheckCreateAccount()",""
"passed","Sun Aug 22 06:31:09 GMT 2021","Sun Aug 22 06:31:12 GMT 2021","3247","","searchResultPage.SearchResultPageTest","","searchResultPage.SearchResultPageTest","SearchPagesTestSearchFieldShortDataTest","TC19-Search/több oldalas lista bejárása/contains",""
